trait	uri	shortForm	trait_label_guess	trait_id_guess
"UPF0696 protein C11orf68 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802202"	"EFO_0802202"	"UPF0696 protein C11orf68 measurement"	"EFO_0802202"
"urea transporter 2 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802203"	"EFO_0802203"	"urea transporter 2 measurement"	"EFO_0802203"
"uroplakin-3b-like protein measurement"	"http://www.ebi.ac.uk/efo/EFO_0802204"	"EFO_0802204"	"uroplakin-3b-like protein measurement"	"EFO_0802204"
"uroporphyrinogen-III synthase measurement"	"http://www.ebi.ac.uk/efo/EFO_0802205"	"EFO_0802205"	"uroporphyrinogen-III synthase measurement"	"EFO_0802205"
"UV excision repair protein RAD23 homolog B measurement"	"http://www.ebi.ac.uk/efo/EFO_0802206"	"EFO_0802206"	"UV excision repair protein RAD23 homolog B measurement"	"EFO_0802206"
"vacuolar protein sorting-associated protein 29 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802207"	"EFO_0802207"	"vacuolar protein sorting-associated protein 29 measurement"	"EFO_0802207"
"vacuolar protein sorting-associated protein 4A measurement"	"http://www.ebi.ac.uk/efo/EFO_0802208"	"EFO_0802208"	"vacuolar protein sorting-associated protein 4A measurement"	"EFO_0802208"
"vacuolar protein sorting-associated protein 4B measurement"	"http://www.ebi.ac.uk/efo/EFO_0802209"	"EFO_0802209"	"vacuolar protein sorting-associated protein 4B measurement"	"EFO_0802209"
"valine--tRNA ligase measurement"	"http://www.ebi.ac.uk/efo/EFO_0802210"	"EFO_0802210"	"valine--tRNA ligase measurement"	"EFO_0802210"
"very long-chain acyl-CoA synthetase measurement"	"http://www.ebi.ac.uk/efo/EFO_0802211"	"EFO_0802211"	"very long-chain acyl-CoA synthetase measurement"	"EFO_0802211"
"vesicle transport through interaction with t-SNAREs homolog 1B measurement"	"http://www.ebi.ac.uk/efo/EFO_0802212"	"EFO_0802212"	"vesicle transport through interaction with t-SNAREs homolog 1B measurement"	"EFO_0802212"
"vesicle-associated membrane protein-associated protein A measurement"	"http://www.ebi.ac.uk/efo/EFO_0802213"	"EFO_0802213"	"vesicle-associated membrane protein-associated protein A measurement"	"EFO_0802213"
"vesicle-fusing ATPase measurement"	"http://www.ebi.ac.uk/efo/EFO_0802214"	"EFO_0802214"	"vesicle-fusing ATPase measurement"	"EFO_0802214"
"vigilin measurement"	"http://www.ebi.ac.uk/efo/EFO_0802215"	"EFO_0802215"	"vigilin measurement"	"EFO_0802215"
"VIP36-like protein measurement"	"http://www.ebi.ac.uk/efo/EFO_0802216"	"EFO_0802216"	"VIP36-like protein measurement"	"EFO_0802216"
"vitrin measurement"	"http://www.ebi.ac.uk/efo/EFO_0802217"	"EFO_0802217"	"vitrin measurement"	"EFO_0802217"
"voltage-dependent calcium channel subunit alpha-2/delta-3 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802218"	"EFO_0802218"	"voltage-dependent calcium channel subunit alpha-2/delta-3 measurement"	"EFO_0802218"
"voltage-gated potassium channel subunit beta-2 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802219"	"EFO_0802219"	"voltage-gated potassium channel subunit beta-2 measurement"	"EFO_0802219"
"WAP four-disulfide core domain protein 3 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802220"	"EFO_0802220"	"WAP four-disulfide core domain protein 3 measurement"	"EFO_0802220"
"WD repeat-containing protein 1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802221"	"EFO_0802221"	"WD repeat-containing protein 1 measurement"	"EFO_0802221"
"WSC domain-containing protein 2 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802222"	"EFO_0802222"	"WSC domain-containing protein 2 measurement"	"EFO_0802222"
"xyloside xylosyltransferase 1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802223"	"EFO_0802223"	"xyloside xylosyltransferase 1 measurement"	"EFO_0802223"
"y-box-binding protein 2 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802224"	"EFO_0802224"	"y-box-binding protein 2 measurement"	"EFO_0802224"
"zinc finger protein 175 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802225"	"EFO_0802225"	"zinc finger protein 175 measurement"	"EFO_0802225"
"zinc finger protein 18 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802226"	"EFO_0802226"	"zinc finger protein 18 measurement"	"EFO_0802226"
"zinc finger protein 276 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802227"	"EFO_0802227"	"zinc finger protein 276 measurement"	"EFO_0802227"
"zinc-alpha-2-glycoprotein measurement"	"http://www.ebi.ac.uk/efo/EFO_0802228"	"EFO_0802228"	"zinc-alpha-2-glycoprotein measurement"	"EFO_0802228"
"zona pellucida sperm-binding protein 4 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802229"	"EFO_0802229"	"zona pellucida sperm-binding protein 4 measurement"	"EFO_0802229"
"[pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial measurement"	"http://www.ebi.ac.uk/efo/EFO_0802230"	"EFO_0802230"	"[pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial measurement"	"EFO_0802230"
"17-beta-hydroxysteroid dehydrogenase 14 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802231"	"EFO_0802231"	"17-beta-hydroxysteroid dehydrogenase 14 measurement"	"EFO_0802231"
"2',3'-cyclic-nucleotide 3'-phosphodiesterase measurement"	"http://www.ebi.ac.uk/efo/EFO_0802232"	"EFO_0802232"	"2',3'-cyclic-nucleotide 3'-phosphodiesterase measurement"	"EFO_0802232"
"26S proteasome non-ATPase regulatory subunit 1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802233"	"EFO_0802233"	"26S proteasome non-ATPase regulatory subunit 1 measurement"	"EFO_0802233"
"26S proteasome non-ATPase regulatory subunit 11 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802234"	"EFO_0802234"	"26S proteasome non-ATPase regulatory subunit 11 measurement"	"EFO_0802234"
"26S proteasome non-ATPase regulatory subunit 4 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802235"	"EFO_0802235"	"26S proteasome non-ATPase regulatory subunit 4 measurement"	"EFO_0802235"
"3-mercaptopyruvate sulfurtransferase measurement"	"http://www.ebi.ac.uk/efo/EFO_0802236"	"EFO_0802236"	"3-mercaptopyruvate sulfurtransferase measurement"	"EFO_0802236"
"39S ribosomal protein L14, mitochondrial measurement"	"http://www.ebi.ac.uk/efo/EFO_0802237"	"EFO_0802237"	"39S ribosomal protein L14, mitochondrial measurement"	"EFO_0802237"
"39S ribosomal protein L34, mitochondrial measurement"	"http://www.ebi.ac.uk/efo/EFO_0802238"	"EFO_0802238"	"39S ribosomal protein L34, mitochondrial measurement"	"EFO_0802238"
"39S ribosomal protein L52, mitochondrial measurement"	"http://www.ebi.ac.uk/efo/EFO_0802239"	"EFO_0802239"	"39S ribosomal protein L52, mitochondrial measurement"	"EFO_0802239"
"4-hydroxy-2-oxoglutarate aldolase, mitochondrial measurement"	"http://www.ebi.ac.uk/efo/EFO_0802240"	"EFO_0802240"	"4-hydroxy-2-oxoglutarate aldolase, mitochondrial measurement"	"EFO_0802240"
"5'-nucleotidase measurement"	"http://www.ebi.ac.uk/efo/EFO_0802241"	"EFO_0802241"	"5'-nucleotidase measurement"	"EFO_0802241"
"6-pyruvoyl tetrahydrobiopterin synthase measurement"	"http://www.ebi.ac.uk/efo/EFO_0802242"	"EFO_0802242"	"6-pyruvoyl tetrahydrobiopterin synthase measurement"	"EFO_0802242"
"60S acidic ribosomal protein P2 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802243"	"EFO_0802243"	"60S acidic ribosomal protein P2 measurement"	"EFO_0802243"
"72 kDa inositol polyphosphate 5-phosphatase measurement"	"http://www.ebi.ac.uk/efo/EFO_0802244"	"EFO_0802244"	"72 kDa inositol polyphosphate 5-phosphatase measurement"	"EFO_0802244"
"a disintegrin and metalloproteinase with thrombospondin motifs 3 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802245"	"EFO_0802245"	"a disintegrin and metalloproteinase with thrombospondin motifs 3 measurement"	"EFO_0802245"
"A/G-specific adenine DNA glycosylase measurement"	"http://www.ebi.ac.uk/efo/EFO_0802246"	"EFO_0802246"	"A/G-specific adenine DNA glycosylase measurement"	"EFO_0802246"
"aarF domain-containing protein kinase 4 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802247"	"EFO_0802247"	"aarF domain-containing protein kinase 4 measurement"	"EFO_0802247"
"acetyl-CoA carboxylase 2 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802248"	"EFO_0802248"	"acetyl-CoA carboxylase 2 measurement"	"EFO_0802248"
"acid-sensing ion channel 4 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802249"	"EFO_0802249"	"acid-sensing ion channel 4 measurement"	"EFO_0802249"
"acidic leucine-rich nuclear phosphoprotein 32 family member A measurement"	"http://www.ebi.ac.uk/efo/EFO_0802250"	"EFO_0802250"	"acidic leucine-rich nuclear phosphoprotein 32 family member A measurement"	"EFO_0802250"
"actin-binding LIM protein 3 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802251"	"EFO_0802251"	"actin-binding LIM protein 3 measurement"	"EFO_0802251"
"actin-related protein 2/3 complex subunit 3 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802252"	"EFO_0802252"	"actin-related protein 2/3 complex subunit 3 measurement"	"EFO_0802252"
"activator of apoptosis harakiri measurement"	"http://www.ebi.ac.uk/efo/EFO_0802253"	"EFO_0802253"	"activator of apoptosis harakiri measurement"	"EFO_0802253"
"ADAMTS-like protein 1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802254"	"EFO_0802254"	"ADAMTS-like protein 1 measurement"	"EFO_0802254"
"adenosine 3'-phospho 5'-phosphosulfate transporter 2 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802255"	"EFO_0802255"	"adenosine 3'-phospho 5'-phosphosulfate transporter 2 measurement"	"EFO_0802255"
"adenylosuccinate synthetase isozyme 1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802256"	"EFO_0802256"	"adenylosuccinate synthetase isozyme 1 measurement"	"EFO_0802256"
"adenylyltransferase and sulfurtransferase MOCS3 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802257"	"EFO_0802257"	"adenylyltransferase and sulfurtransferase MOCS3 measurement"	"EFO_0802257"
"ADP-dependent glucokinase measurement"	"http://www.ebi.ac.uk/efo/EFO_0802258"	"EFO_0802258"	"ADP-dependent glucokinase measurement"	"EFO_0802258"
"ADP-ribosylation factor 3 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802259"	"EFO_0802259"	"ADP-ribosylation factor 3 measurement"	"EFO_0802259"
"alanine aminotransferase 1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802260"	"EFO_0802260"	"alanine aminotransferase 1 measurement"	"EFO_0802260"
"alcohol dehydrogenase 4 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802261"	"EFO_0802261"	"alcohol dehydrogenase 4 measurement"	"EFO_0802261"
"all-trans-retinol 13,14-reductase measurement"	"http://www.ebi.ac.uk/efo/EFO_0802262"	"EFO_0802262"	"all-trans-retinol 13,14-reductase measurement"	"EFO_0802262"
"alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase measurement"	"http://www.ebi.ac.uk/efo/EFO_0802263"	"EFO_0802263"	"alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase measurement"	"EFO_0802263"
"alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C measurement"	"http://www.ebi.ac.uk/efo/EFO_0802264"	"EFO_0802264"	"alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C measurement"	"EFO_0802264"
"alpha-2,8-sialyltransferase 8B measurement"	"http://www.ebi.ac.uk/efo/EFO_0802265"	"EFO_0802265"	"alpha-2,8-sialyltransferase 8B measurement"	"EFO_0802265"
"alpha-2,8-sialyltransferase 8F measurement"	"http://www.ebi.ac.uk/efo/EFO_0802266"	"EFO_0802266"	"alpha-2,8-sialyltransferase 8F measurement"	"EFO_0802266"
"alpha-crystallin A chain measurement"	"http://www.ebi.ac.uk/efo/EFO_0802267"	"EFO_0802267"	"alpha-crystallin A chain measurement"	"EFO_0802267"
"alpha-internexin measurement"	"http://www.ebi.ac.uk/efo/EFO_0802268"	"EFO_0802268"	"alpha-internexin measurement"	"EFO_0802268"
"alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802269"	"EFO_0802269"	"alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5 measurement"	"EFO_0802269"
"alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802270"	"EFO_0802270"	"alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6 measurement"	"EFO_0802270"
"alpha-parvin measurement"	"http://www.ebi.ac.uk/efo/EFO_0802271"	"EFO_0802271"	"alpha-parvin measurement"	"EFO_0802271"
"alpha-S1-casein measurement"	"http://www.ebi.ac.uk/efo/EFO_0802272"	"EFO_0802272"	"alpha-S1-casein measurement"	"EFO_0802272"
"amphoterin-induced protein 1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802273"	"EFO_0802273"	"amphoterin-induced protein 1 measurement"	"EFO_0802273"
"AMSH-like protease measurement"	"http://www.ebi.ac.uk/efo/EFO_0802274"	"EFO_0802274"	"AMSH-like protease measurement"	"EFO_0802274"
"amyloid beta A4 precursor protein-binding family B member 1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802275"	"EFO_0802275"	"amyloid beta A4 precursor protein-binding family B member 1 measurement"	"EFO_0802275"
"amyloid beta A4 precursor protein-binding family B member 3 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802276"	"EFO_0802276"	"amyloid beta A4 precursor protein-binding family B member 3 measurement"	"EFO_0802276"
"anaphase-promoting complex subunit 10 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802277"	"EFO_0802277"	"anaphase-promoting complex subunit 10 measurement"	"EFO_0802277"
"angiogenic factor with G patch and FHA domains 1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802278"	"EFO_0802278"	"angiogenic factor with G patch and FHA domains 1 measurement"	"EFO_0802278"
"angiopoietin-like protein 8 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802279"	"EFO_0802279"	"angiopoietin-like protein 8 measurement"	"EFO_0802279"
"angiopoietin-related protein 7 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802280"	"EFO_0802280"	"angiopoietin-related protein 7 measurement"	"EFO_0802280"
"ankyrin repeat domain-containing protein 27 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802281"	"EFO_0802281"	"ankyrin repeat domain-containing protein 27 measurement"	"EFO_0802281"
"ankyrin repeat domain-containing protein 46 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802282"	"EFO_0802282"	"ankyrin repeat domain-containing protein 46 measurement"	"EFO_0802282"
"annexin A9 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802283"	"EFO_0802283"	"annexin A9 measurement"	"EFO_0802283"
"anosmin-1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802284"	"EFO_0802284"	"anosmin-1 measurement"	"EFO_0802284"
"antigen-presenting glycoprotein CD1d measurement"	"http://www.ebi.ac.uk/efo/EFO_0802285"	"EFO_0802285"	"antigen-presenting glycoprotein CD1d measurement"	"EFO_0802285"
"arginine/serine-rich protein 1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802286"	"EFO_0802286"	"arginine/serine-rich protein 1 measurement"	"EFO_0802286"
"argininosuccinate lyase measurement"	"http://www.ebi.ac.uk/efo/EFO_0802287"	"EFO_0802287"	"argininosuccinate lyase measurement"	"EFO_0802287"
"armadillo repeat-containing protein 5 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802288"	"EFO_0802288"	"armadillo repeat-containing protein 5 measurement"	"EFO_0802288"
"arrestin domain-containing protein 3 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802289"	"EFO_0802289"	"arrestin domain-containing protein 3 measurement"	"EFO_0802289"
"asialoglycoprotein receptor 2 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802290"	"EFO_0802290"	"asialoglycoprotein receptor 2 measurement"	"EFO_0802290"
"astacin-like metalloendopeptidase measurement"	"http://www.ebi.ac.uk/efo/EFO_0802291"	"EFO_0802291"	"astacin-like metalloendopeptidase measurement"	"EFO_0802291"
"ATP-citrate synthase measurement"	"http://www.ebi.ac.uk/efo/EFO_0802292"	"EFO_0802292"	"ATP-citrate synthase measurement"	"EFO_0802292"
"ATP-dependent DNA helicase Q1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802293"	"EFO_0802293"	"ATP-dependent DNA helicase Q1 measurement"	"EFO_0802293"
"ATP-dependent RNA helicase A measurement"	"http://www.ebi.ac.uk/efo/EFO_0802294"	"EFO_0802294"	"ATP-dependent RNA helicase A measurement"	"EFO_0802294"
"ATP-dependent RNA helicase DDX25 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802295"	"EFO_0802295"	"ATP-dependent RNA helicase DDX25 measurement"	"EFO_0802295"
"ATPase ASNA1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0802296"	"EFO_0802296"	"ATPase ASNA1 measurement"	"EFO_0802296"
"Dietary Approaches to Stop Hypertension diet"	"http://www.ebi.ac.uk/efo/EFO_0803365"	"EFO_0803365"	"Dietary Approaches to Stop Hypertension diet"	"EFO_0803365"
"Wake After Sleep Onset"	"http://www.ebi.ac.uk/efo/EFO_0803363"	"EFO_0803363"	"Wake After Sleep Onset"	"EFO_0803363"
"Sleep efficiency"	"http://www.ebi.ac.uk/efo/EFO_0803364"	"EFO_0803364"	"Sleep efficiency"	"EFO_0803364"
"response to nivolumab"	"http://www.ebi.ac.uk/efo/EFO_0803366"	"EFO_0803366"	"response to nivolumab"	"EFO_0803366"
"body surface area"	"http://www.ebi.ac.uk/efo/EFO_0022196"	"EFO_0022196"	"body surface area"	"EFO_0022196"
"Cervical ectropion"	"http://purl.obolibrary.org/obo/HP_0030158"	"HP_0030158"	"Cervical ectropion"	"HP_0030158"
"level of cubilin in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041196"	"OBA_2041196"	"level of cubilin in blood serum"	"OBA_2041196"
"level of protein p13 MTCP-1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044592"	"OBA_2044592"	"level of protein p13 MTCP-1 in blood serum"	"OBA_2044592"
"level of keratin, type I cytoskeletal 17 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042140"	"OBA_2042140"	"level of keratin, type I cytoskeletal 17 in blood serum"	"OBA_2042140"
"level of E3 ISG15--protein ligase HERC5 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044240"	"OBA_2044240"	"level of E3 ISG15--protein ligase HERC5 in blood serum"	"OBA_2044240"
"level of retinaldehyde-binding protein 1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043278"	"OBA_2043278"	"level of retinaldehyde-binding protein 1 in blood serum"	"OBA_2043278"
"level of DNA-directed RNA polymerases I and III subunit RPAC1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042966"	"OBA_2042966"	"level of DNA-directed RNA polymerases I and III subunit RPAC1 in blood serum"	"OBA_2042966"
"level of aldehyde dehydrogenase family 3 member B1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044532"	"OBA_2044532"	"level of aldehyde dehydrogenase family 3 member B1 in blood serum"	"OBA_2044532"
"level of peroxisome proliferator-activated receptor alpha in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042978"	"OBA_2042978"	"level of peroxisome proliferator-activated receptor alpha in blood serum"	"OBA_2042978"
"level of KIF-binding protein in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042152"	"OBA_2042152"	"level of KIF-binding protein in blood serum"	"OBA_2042152"
"level of cytochrome b-c1 complex subunit 7 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044045"	"OBA_2044045"	"level of cytochrome b-c1 complex subunit 7 in blood serum"	"OBA_2044045"
"level of hexokinase-4 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041688"	"OBA_2041688"	"level of hexokinase-4 in blood serum"	"OBA_2041688"
"level of protein GPR107 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041774"	"OBA_2041774"	"level of protein GPR107 in blood serum"	"OBA_2041774"
"level of cysteine and glycine-rich protein 2 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041175"	"OBA_2041175"	"level of cysteine and glycine-rich protein 2 in blood serum"	"OBA_2041175"
"level of double-stranded RNA-binding protein Staufen homolog 2 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043697"	"OBA_2043697"	"level of double-stranded RNA-binding protein Staufen homolog 2 in blood serum"	"OBA_2043697"
"level of keratin, type I cytoskeletal 20 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042142"	"OBA_2042142"	"level of keratin, type I cytoskeletal 20 in blood serum"	"OBA_2042142"
"level of vinexin in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043597"	"OBA_2043597"	"level of vinexin in blood serum"	"OBA_2043597"
"level of pre-mRNA-splicing factor RBM22 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043205"	"OBA_2043205"	"level of pre-mRNA-splicing factor RBM22 in blood serum"	"OBA_2043205"
"level of serine/arginine-rich splicing factor 7 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043480"	"OBA_2043480"	"level of serine/arginine-rich splicing factor 7 in blood serum"	"OBA_2043480"
"level of RNA-binding protein EWS in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041523"	"OBA_2041523"	"level of RNA-binding protein EWS in blood serum"	"OBA_2041523"
"level of mitogen-activated protein kinase kinase kinase 3 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042288"	"OBA_2042288"	"level of mitogen-activated protein kinase kinase kinase 3 in blood serum"	"OBA_2042288"
"level of cullin-9 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041200"	"OBA_2041200"	"level of cullin-9 in blood serum"	"OBA_2041200"
"level of nuclear protein localization protein 4 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042615"	"OBA_2042615"	"level of nuclear protein localization protein 4 in blood serum"	"OBA_2042615"
"level of epididymal-specific lipocalin-10 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042173"	"OBA_2042173"	"level of epididymal-specific lipocalin-10 in blood serum"	"OBA_2042173"
"level of E3 ubiquitin-protein ligase parkin in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042762"	"OBA_2042762"	"level of E3 ubiquitin-protein ligase parkin in blood serum"	"OBA_2042762"
"level of tumor protein p53-inducible protein 11 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043904"	"OBA_2043904"	"level of tumor protein p53-inducible protein 11 in blood serum"	"OBA_2043904"
"level of fibroblast growth factor receptor substrate 2 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041618"	"OBA_2041618"	"level of fibroblast growth factor receptor substrate 2 in blood serum"	"OBA_2041618"
"level of chromobox protein homolog 7 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2040923"	"OBA_2040923"	"level of chromobox protein homolog 7 in blood serum"	"OBA_2040923"
"level of nuclear inhibitor of protein phosphatase 1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043005"	"OBA_2043005"	"level of nuclear inhibitor of protein phosphatase 1 in blood serum"	"OBA_2043005"
"level of voltage-gated potassium channel subunit KCNA10 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2040224"	"OBA_2040224"	"level of voltage-gated potassium channel subunit KCNA10 in blood serum"	"OBA_2040224"
"level of ATPase family AAA domain-containing protein 2 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2040710"	"OBA_2040710"	"level of ATPase family AAA domain-containing protein 2 in blood serum"	"OBA_2040710"
"level of tumor susceptibility gene 101 protein in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043947"	"OBA_2043947"	"level of tumor susceptibility gene 101 protein in blood serum"	"OBA_2043947"
"level of sodium- and chloride-dependent neutral and basic amino acid transporter B(0+) in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043540"	"OBA_2043540"	"level of sodium- and chloride-dependent neutral and basic amino acid transporter B(0+) in blood serum"	"OBA_2043540"
"level of profilin-2 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042856"	"OBA_2042856"	"level of profilin-2 in blood serum"	"OBA_2042856"
"level of PH and SEC7 domain-containing protein 1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043053"	"OBA_2043053"	"level of PH and SEC7 domain-containing protein 1 in blood serum"	"OBA_2043053"
"level of orphan sodium- and chloride-dependent neurotransmitter transporter NTT5 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043541"	"OBA_2043541"	"level of orphan sodium- and chloride-dependent neurotransmitter transporter NTT5 in blood serum"	"OBA_2043541"
"level of riboflavin kinase in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043246"	"OBA_2043246"	"level of riboflavin kinase in blood serum"	"OBA_2043246"
"level of enhancer of mRNA-decapping protein 4 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041409"	"OBA_2041409"	"level of enhancer of mRNA-decapping protein 4 in blood serum"	"OBA_2041409"
"level of cGMP-dependent protein kinase 1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044242"	"OBA_2044242"	"level of cGMP-dependent protein kinase 1 in blood serum"	"OBA_2044242"
"level of acidic leucine-rich nuclear phosphoprotein 32 family member A in blood serum"	"http://purl.obolibrary.org/obo/OBA_2040594"	"OBA_2040594"	"level of acidic leucine-rich nuclear phosphoprotein 32 family member A in blood serum"	"OBA_2040594"
"level of RNA-binding protein FXR1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2040441"	"OBA_2040441"	"level of RNA-binding protein FXR1 in blood serum"	"OBA_2040441"
"level of centrin-2 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2040991"	"OBA_2040991"	"level of centrin-2 in blood serum"	"OBA_2040991"
"level of valine--tRNA ligase in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044081"	"OBA_2044081"	"level of valine--tRNA ligase in blood serum"	"OBA_2044081"
"level of lithostathine-1-alpha in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043230"	"OBA_2043230"	"level of lithostathine-1-alpha in blood serum"	"OBA_2043230"
"level of protein Mdm4 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042320"	"OBA_2042320"	"level of protein Mdm4 in blood serum"	"OBA_2042320"
"level of immunoglobulin heavy constant gamma 2 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041994"	"OBA_2041994"	"level of immunoglobulin heavy constant gamma 2 in blood serum"	"OBA_2041994"
"level of immunoglobulin heavy constant gamma 4 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041995"	"OBA_2041995"	"level of immunoglobulin heavy constant gamma 4 in blood serum"	"OBA_2041995"
"level of SH3 and multiple ankyrin repeat domains protein 1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043497"	"OBA_2043497"	"level of SH3 and multiple ankyrin repeat domains protein 1 in blood serum"	"OBA_2043497"
"level of SH3 and multiple ankyrin repeat domains protein 3 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043498"	"OBA_2043498"	"level of SH3 and multiple ankyrin repeat domains protein 3 in blood serum"	"OBA_2043498"
"level of protein Wnt-5a in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044141"	"OBA_2044141"	"level of protein Wnt-5a in blood serum"	"OBA_2044141"
